condition,protocol,fold_id,train_n,test_n,train_task_ids,test_task_ids,cut,train_errors,train_points,train_objective,candidate_count,optimal_cut_count,optimal_cuts,tie_after_abs_count
original_bare,immediate,0,63,16,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/101"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/118"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/149"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/102"", ""HumanEval/108"", ""HumanEval/116"", ""HumanEval/120"", ""HumanEval/142"", ""HumanEval/148"", ""HumanEval/151"", ""HumanEval/163"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/5"", ""HumanEval/58"", ""HumanEval/68"", ""HumanEval/69""]",0.25,150,567,0.26455026455026454,531,2,"[0.25, 1.7499999552965164]",1
original_bare,immediate,1,63,16,"[""HumanEval/1"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/132"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/60"", ""HumanEval/64"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97""]","[""HumanEval/100"", ""HumanEval/115"", ""HumanEval/124"", ""HumanEval/13"", ""HumanEval/138"", ""HumanEval/158"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/50"", ""HumanEval/59"", ""HumanEval/63"", ""HumanEval/65"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/84"", ""HumanEval/98""]",0.0,141,567,0.24867724867724866,543,1,[0.0],1
original_bare,immediate,2,63,16,"[""HumanEval/100"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/124"", ""HumanEval/128"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/98""]","[""HumanEval/1"", ""HumanEval/107"", ""HumanEval/118"", ""HumanEval/122"", ""HumanEval/127"", ""HumanEval/129"", ""HumanEval/143"", ""HumanEval/152"", ""HumanEval/24"", ""HumanEval/36"", ""HumanEval/48"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/60"", ""HumanEval/93"", ""HumanEval/97""]",-0.9999999701976776,158,567,0.2786596119929453,548,3,"[-2.000000014901161, -1.2499999701976776, -0.9999999701976776]",1
original_bare,immediate,3,63,16,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/43"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/103"", ""HumanEval/104"", ""HumanEval/112"", ""HumanEval/128"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/18"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/46"", ""HumanEval/64"", ""HumanEval/67"", ""HumanEval/78"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91""]",0.25,155,567,0.27336860670194,533,2,"[0.25, 1.2499999701976776]",1
original_bare,immediate,4,64,15,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/138"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/158"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/101"", ""HumanEval/109"", ""HumanEval/121"", ""HumanEval/132"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/149"", ""HumanEval/153"", ""HumanEval/16"", ""HumanEval/19"", ""HumanEval/25"", ""HumanEval/43"", ""HumanEval/51"", ""HumanEval/66"", ""HumanEval/81""]",0.25,169,576,0.2934027777777778,543,1,[0.25],1
original_bare,rts,0,63,16,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/101"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/118"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/149"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/102"", ""HumanEval/108"", ""HumanEval/116"", ""HumanEval/120"", ""HumanEval/142"", ""HumanEval/148"", ""HumanEval/151"", ""HumanEval/163"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/5"", ""HumanEval/58"", ""HumanEval/68"", ""HumanEval/69""]",-11.3125,115,567,0.20282186948853614,520,1,[-11.3125],1
original_bare,rts,1,63,16,"[""HumanEval/1"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/132"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/60"", ""HumanEval/64"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97""]","[""HumanEval/100"", ""HumanEval/115"", ""HumanEval/124"", ""HumanEval/13"", ""HumanEval/138"", ""HumanEval/158"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/50"", ""HumanEval/59"", ""HumanEval/63"", ""HumanEval/65"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/84"", ""HumanEval/98""]",-9.937498092651367,124,567,0.21869488536155202,511,1,[-9.937498092651367],1
original_bare,rts,2,63,16,"[""HumanEval/100"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/124"", ""HumanEval/128"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/98""]","[""HumanEval/1"", ""HumanEval/107"", ""HumanEval/118"", ""HumanEval/122"", ""HumanEval/127"", ""HumanEval/129"", ""HumanEval/143"", ""HumanEval/152"", ""HumanEval/24"", ""HumanEval/36"", ""HumanEval/48"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/60"", ""HumanEval/93"", ""HumanEval/97""]",-9.937498092651367,113,567,0.19929453262786595,515,1,[-9.937498092651367],1
original_bare,rts,3,63,16,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/43"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/103"", ""HumanEval/104"", ""HumanEval/112"", ""HumanEval/128"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/18"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/46"", ""HumanEval/64"", ""HumanEval/67"", ""HumanEval/78"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91""]",-9.937498092651367,113,567,0.19929453262786595,512,1,[-9.937498092651367],1
original_bare,rts,4,64,15,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/138"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/158"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/101"", ""HumanEval/109"", ""HumanEval/121"", ""HumanEval/132"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/149"", ""HumanEval/153"", ""HumanEval/16"", ""HumanEval/19"", ""HumanEval/25"", ""HumanEval/43"", ""HumanEval/51"", ""HumanEval/66"", ""HumanEval/81""]",-9.375,124,576,0.2152777777777778,524,1,[-9.375],1
original_union,immediate,0,63,16,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/101"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/118"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/149"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/102"", ""HumanEval/108"", ""HumanEval/116"", ""HumanEval/120"", ""HumanEval/142"", ""HumanEval/148"", ""HumanEval/151"", ""HumanEval/163"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/5"", ""HumanEval/58"", ""HumanEval/68"", ""HumanEval/69""]",0.24999999999999778,148,567,0.26102292768959434,567,1,[0.24999999999999778],1
original_union,immediate,1,63,16,"[""HumanEval/1"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/127"", ""HumanEval/128"", ""HumanEval/129"", ""HumanEval/132"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/60"", ""HumanEval/64"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/93"", ""HumanEval/97""]","[""HumanEval/100"", ""HumanEval/115"", ""HumanEval/124"", ""HumanEval/13"", ""HumanEval/138"", ""HumanEval/158"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/50"", ""HumanEval/59"", ""HumanEval/63"", ""HumanEval/65"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/84"", ""HumanEval/98""]",-2.5091040356528538e-14,141,567,0.24867724867724866,569,3,"[-2.5091040356528538e-14, 0.24999999999999778, 1.7499999999999978]",1
original_union,immediate,2,63,16,"[""HumanEval/100"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/103"", ""HumanEval/104"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/112"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/124"", ""HumanEval/128"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/18"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/43"", ""HumanEval/46"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/63"", ""HumanEval/64"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/67"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/78"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91"", ""HumanEval/98""]","[""HumanEval/1"", ""HumanEval/107"", ""HumanEval/118"", ""HumanEval/122"", ""HumanEval/127"", ""HumanEval/129"", ""HumanEval/143"", ""HumanEval/152"", ""HumanEval/24"", ""HumanEval/36"", ""HumanEval/48"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/60"", ""HumanEval/93"", ""HumanEval/97""]",0.24999999999999822,158,567,0.2786596119929453,567,4,"[-2.0000000149011683, -1.2499999701977331, -0.999999970197679, 0.24999999999999822]",1
original_union,immediate,3,63,16,"[""HumanEval/1"", ""HumanEval/100"", ""HumanEval/101"", ""HumanEval/102"", ""HumanEval/107"", ""HumanEval/108"", ""HumanEval/109"", ""HumanEval/115"", ""HumanEval/116"", ""HumanEval/118"", ""HumanEval/120"", ""HumanEval/121"", ""HumanEval/122"", ""HumanEval/124"", ""HumanEval/127"", ""HumanEval/129"", ""HumanEval/13"", ""HumanEval/132"", ""HumanEval/138"", ""HumanEval/140"", ""HumanEval/141"", ""HumanEval/142"", ""HumanEval/143"", ""HumanEval/148"", ""HumanEval/149"", ""HumanEval/151"", ""HumanEval/152"", ""HumanEval/153"", ""HumanEval/158"", ""HumanEval/16"", ""HumanEval/163"", ""HumanEval/19"", ""HumanEval/22"", ""HumanEval/23"", ""HumanEval/24"", ""HumanEval/25"", ""HumanEval/27"", ""HumanEval/28"", ""HumanEval/3"", ""HumanEval/33"", ""HumanEval/36"", ""HumanEval/43"", ""HumanEval/48"", ""HumanEval/5"", ""HumanEval/50"", ""HumanEval/51"", ""HumanEval/55"", ""HumanEval/56"", ""HumanEval/58"", ""HumanEval/59"", ""HumanEval/60"", ""HumanEval/63"", ""HumanEval/65"", ""HumanEval/66"", ""HumanEval/68"", ""HumanEval/69"", ""HumanEval/74"", ""HumanEval/76"", ""HumanEval/81"", ""HumanEval/84"", ""HumanEval/93"", ""HumanEval/97"", ""HumanEval/98""]","[""HumanEval/103"", ""HumanEval/104"", ""HumanEval/112"", ""HumanEval/128"", ""HumanEval/146"", ""HumanEval/147"", ""HumanEval/18"", ""HumanEval/38"", ""HumanEval/42"", ""HumanEval/46"", ""HumanEval/64"", ""HumanEval/67"", ""HumanEval/78"", ""HumanEval/87"", ""HumanEval/9"", ""HumanEval/91""]",0.24999999999999778,153,567,0.2698412698412698,569,1,[0.24999999999999778],1
