study,version,model,revision,protocol,template,score_representation,split,scope,family,subset,n_expected_tasks,n_complete_tasks,n_nontrivial,n_all_pass,n_all_fail,accuracy,accuracy_n,accuracy_lo95,accuracy_hi95,TCE,TCE_n,TCE_lo95,TCE_hi95,TRR,TRR_n,TRR_lo95,TRR_hi95,TRR_count,FSRR,FSRR_n,FSRR_lo95,FSRR_hi95,FSRR_count,trr_success_fsrr_failure,trr_success_fsrr_failure_n,trr_success_fsrr_failure_lo95,trr_success_fsrr_failure_hi95,trr_success_fsrr_failure_count,TRR_including_trivial,FSRR_including_trivial,TRR_success_FSRR_failure_share_of_TRR_success,post_hoc,bootstrap_seed,bootstrap_replicates,interval_method
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,bare,main,all_valid,ALL,all,80,80,54,26,0,0.72083333333333333,80,0.64583333333333326,0.78888888888888897,2.4125000000000001,80,1.8,3.0874999999999999,0.27777777777777779,54,0.16666666666666666,0.40740740740740738,15,0.27777777777777779,54,0.16666666666666666,0.40740740740740738,15,0,54,0,0,0,0.51249999999999996,0.51249999999999996,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,bare,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.64197530864197527,54,0.55555555555555558,0.72021604938271522,3.074074074074074,54,2.3518518518518516,3.8148148148148149,0.27777777777777779,54,0.16666666666666666,0.40740740740740738,15,0.27777777777777779,54,0.16666666666666666,0.40740740740740738,15,0,54,0,0,0,0.27777777777777779,0.27777777777777779,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,bare,main,all_valid,ALL,all_pass,26,26,0,26,0,0.88461538461538458,26,0.76495726495726502,0.99572649572649574,1.0384615384615385,26,0.038461538461538464,2.1153846153846154,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,bare,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,bare,main,all_valid,ALL,partial,23,23,23,0,0,0.54106280193236711,23,0.43478260869565216,0.64734299516908211,4.3478260869565215,23,3.3467391304347833,5.3913043478260869,0.34782608695652173,23,0.17391304347826086,0.56521739130434778,8,0.34782608695652173,23,0.17391304347826086,0.56521739130434778,8,0,23,0,0,0,0.34782608695652173,0.34782608695652173,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,whitespace_union,main,all_valid,ALL,all,80,80,54,26,0,0.71805555555555556,80,0.64305555555555549,0.78749999999999998,2.4249999999999998,80,1.8,3.1000000000000001,0.29629629629629628,54,0.18518518518518517,0.42592592592592593,16,0.29629629629629628,54,0.18518518518518517,0.42592592592592593,16,0,54,0,0,0,0.52500000000000002,0.52500000000000002,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,whitespace_union,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.63991769547325095,54,0.55349794238683125,0.72016460905349744,3.074074074074074,54,2.3518518518518516,3.8148148148148149,0.29629629629629628,54,0.18518518518518517,0.42592592592592593,16,0.29629629629629628,54,0.18518518518518517,0.42592592592592593,16,0,54,0,0,0,0.29629629629629628,0.29629629629629628,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,whitespace_union,main,all_valid,ALL,all_pass,26,26,0,26,0,0.88034188034188032,26,0.7564102564102565,0.99572649572649574,1.0769230769230769,26,0.038461538461538464,2.1923076923076925,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,whitespace_union,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen2.5-14B-Instruct,cf98f3b3bbb457ad9e2bb7baf9a0125b6b88caa8,immediate_readout,original,whitespace_union,main,all_valid,ALL,partial,23,23,23,0,0,0.53623188405797106,23,0.42995169082125606,0.64251207729468607,4.3478260869565215,23,3.3467391304347833,5.3913043478260869,0.34782608695652173,23,0.17391304347826086,0.56521739130434778,8,0.34782608695652173,23,0.17391304347826086,0.56521739130434778,8,0,23,0,0,0,0.34782608695652173,0.34782608695652173,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,bare,main,all_valid,ALL,all,80,67,44,23,0,0.96185737976782748,67,0.92537313432835833,0.99004975124378125,0.34328358208955223,67,0.074626865671641784,0.70149253731343286,0.97727272727272729,44,0.93181818181818177,1,43,0.97727272727272729,44,0.93181818181818177,1,43,0,44,0,0,0,0.9850746268656716,0.9850746268656716,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,bare,main,all_valid,ALL,nontrivial,54,44,44,0,0,0.95454545454545459,44,0.90909090909090906,0.98989898989898994,0.38636363636363635,44,0,0.81818181818181823,0.97727272727272729,44,0.93181818181818177,1,43,0.97727272727272729,44,0.93181818181818177,1,43,0,44,0,0,0,0.97727272727272729,0.97727272727272729,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,bare,main,all_valid,ALL,all_pass,26,23,0,23,0,0.97584541062801922,23,0.92753623188405787,1,0.2608695652173913,23,0,0.78260869565217395,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,bare,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,bare,main,all_valid,ALL,partial,23,18,18,0,0,0.99382716049382713,18,0.98148148148148151,1,0.33333333333333331,18,0,1,0.94444444444444442,18,0.83333333333333337,1,17,0.94444444444444442,18,0.83333333333333337,1,17,0,18,0,0,0,0.94444444444444442,0.94444444444444442,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,whitespace_union,main,all_valid,ALL,all,80,67,44,23,0,0.96185737976782748,67,0.92537313432835833,0.99004975124378125,0.34328358208955223,67,0.074626865671641784,0.70149253731343286,0.97727272727272729,44,0.93181818181818177,1,43,0.97727272727272729,44,0.93181818181818177,1,43,0,44,0,0,0,0.9850746268656716,0.9850746268656716,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,whitespace_union,main,all_valid,ALL,nontrivial,54,44,44,0,0,0.95454545454545459,44,0.90909090909090906,0.98989898989898994,0.38636363636363635,44,0,0.81818181818181823,0.97727272727272729,44,0.93181818181818177,1,43,0.97727272727272729,44,0.93181818181818177,1,43,0,44,0,0,0,0.97727272727272729,0.97727272727272729,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,whitespace_union,main,all_valid,ALL,all_pass,26,23,0,23,0,0.97584541062801922,23,0.92753623188405787,1,0.2608695652173913,23,0,0.78260869565217395,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,whitespace_union,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,explicit,whitespace_union,main,all_valid,ALL,partial,23,18,18,0,0,0.99382716049382713,18,0.98148148148148151,1,0.33333333333333331,18,0,1,0.94444444444444442,18,0.83333333333333337,1,17,0.94444444444444442,18,0.83333333333333337,1,17,0,18,0,0,0,0.94444444444444442,0.94444444444444442,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,bare,main,all_valid,ALL,all,80,66,43,23,0,0.98316498316498313,66,0.95454545454545459,1,0.15151515151515152,66,0,0.40909090909090912,0.97674418604651159,43,0.93023255813953487,1,42,0.97674418604651159,43,0.93023255813953487,1,42,0,43,0,0,0,0.98484848484848486,0.98484848484848486,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,bare,main,all_valid,ALL,nontrivial,54,43,43,0,0,0.97416020671834613,43,0.93016795865633073,1,0.23255813953488372,43,0,0.62848837209301478,0.97674418604651159,43,0.93023255813953487,1,42,0.97674418604651159,43,0.93023255813953487,1,42,0,43,0,0,0,0.97674418604651159,0.97674418604651159,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,bare,main,all_valid,ALL,all_pass,26,23,0,23,0,1,23,1,1,0,23,0,0,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,bare,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,bare,main,all_valid,ALL,partial,23,20,20,0,0,0.98888888888888893,20,0.97222222222222232,1,0.10000000000000001,20,0,0.25,0.94999999999999996,20,0.84999999999999998,1,19,0.94999999999999996,20,0.84999999999999998,1,19,0,20,0,0,0,0.94999999999999996,0.94999999999999996,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,whitespace_union,main,all_valid,ALL,all,80,66,43,23,0,0.98316498316498313,66,0.95454545454545459,1,0.15151515151515152,66,0,0.40909090909090912,0.97674418604651159,43,0.93023255813953487,1,42,0.97674418604651159,43,0.93023255813953487,1,42,0,43,0,0,0,0.98484848484848486,0.98484848484848486,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,whitespace_union,main,all_valid,ALL,nontrivial,54,43,43,0,0,0.97416020671834613,43,0.93016795865633073,1,0.23255813953488372,43,0,0.62848837209301478,0.97674418604651159,43,0.93023255813953487,1,42,0.97674418604651159,43,0.93023255813953487,1,42,0,43,0,0,0,0.97674418604651159,0.97674418604651159,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,whitespace_union,main,all_valid,ALL,all_pass,26,23,0,23,0,1,23,1,1,0,23,0,0,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,whitespace_union,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,Qwen/Qwen3-30B-A3B-Thinking-2507,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,native_reason_then_score,original,whitespace_union,main,all_valid,ALL,partial,23,20,20,0,0,0.98888888888888893,20,0.97222222222222232,1,0.10000000000000001,20,0,0.25,0.94999999999999996,20,0.84999999999999998,1,19,0.94999999999999996,20,0.84999999999999998,1,19,0,20,0,0,0,0.94999999999999996,0.94999999999999996,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,bare,main,all_valid,ALL,all,80,80,54,26,0,0.50833333333333341,80,0.43333333333333329,0.58194444444444438,3.8125,80,3.0874999999999999,4.5625,0.68518518518518523,54,0.55555555555555558,0.79629629629629628,37,0.31481481481481483,54,0.20370370370370369,0.44444444444444442,17,0.37037037037037035,54,0.24074074074074073,0.5,20,0.78749999999999998,0.53749999999999998,0.54054054054054057,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,bare,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.37242798353909451,54,0.30658436213991763,0.43827160493827155,4.1851851851851851,54,3.3333333333333335,5.0555555555555554,0.68518518518518523,54,0.55555555555555558,0.79629629629629628,37,0.31481481481481483,54,0.20370370370370369,0.44444444444444442,17,0.37037037037037035,54,0.24074074074074073,0.5,20,0.68518518518518523,0.31481481481481483,0.54054054054054057,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,bare,main,all_valid,ALL,all_pass,26,26,0,26,0,0.79059829059829068,26,0.65811965811965811,0.91025641025641013,3.0384615384615383,26,1.7307692307692308,4.4230769230769234,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,bare,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,bare,main,all_valid,ALL,partial,23,23,23,0,0,0.45893719806763278,23,0.3671497584541063,0.55555555555555547,4.5217391304347823,23,3.5217391304347827,5.4782608695652177,0.30434782608695654,23,0.13043478260869565,0.47934782608694071,7,0.13043478260869565,23,0,0.30434782608695654,3,0.17391304347826086,23,0.043478260869565216,0.34782608695652173,4,0.30434782608695654,0.13043478260869565,0.5714285714285714,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,all,80,80,54,26,0,0.50833333333333341,80,0.43333333333333329,0.58194444444444438,3.8125,80,3.0874999999999999,4.5625,0.70370370370370372,54,0.57407407407407407,0.81481481481481477,38,0.33333333333333331,54,0.20370370370370369,0.46296296296296297,18,0.37037037037037035,54,0.24074074074074073,0.5,20,0.80000000000000004,0.55000000000000004,0.52631578947368418,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.37242798353909451,54,0.30658436213991763,0.43827160493827155,4.1851851851851851,54,3.3333333333333335,5.0555555555555554,0.70370370370370372,54,0.57407407407407407,0.81481481481481477,38,0.33333333333333331,54,0.20370370370370369,0.46296296296296297,18,0.37037037037037035,54,0.24074074074074073,0.5,20,0.70370370370370372,0.33333333333333331,0.52631578947368418,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,all_pass,26,26,0,26,0,0.79059829059829068,26,0.65811965811965811,0.91025641025641013,3.0384615384615383,26,1.7307692307692308,4.4230769230769234,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,partial,23,23,23,0,0,0.45893719806763278,23,0.3671497584541063,0.55555555555555547,4.5217391304347823,23,3.5217391304347827,5.4782608695652177,0.34782608695652173,23,0.17391304347826086,0.56521739130434778,8,0.17391304347826086,23,0.043478260869565216,0.34782608695652173,4,0.17391304347826086,23,0.043478260869565216,0.34782608695652173,4,0.34782608695652173,0.17391304347826086,0.5,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,immediate_readout,original,bare,main,all_valid,ALL,all,80,80,54,26,0,0.47916666666666663,80,0.39579861111111109,0.56527777777777766,4.3875000000000002,80,3.6000000000000001,5.1749999999999998,0.092592592592592587,54,0.018518518518518517,0.16666666666666666,5,0.037037037037037035,54,0,0.092592592592592587,2,0.055555555555555552,54,0,0.1111111111111111,3,0.38750000000000001,0.34999999999999998,0.59999999999999998,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
